"","question","answer","notion"
"197","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"198","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"199","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"200","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Agree","negative"
"201","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"202","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"203","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"204","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"205","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"206","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"207","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"208","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"209","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"210","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"211","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"212","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"213","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"214","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"215","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"216","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"217","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"218","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"219","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"220","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"221","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"222","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"223","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"224","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"225","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"226","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"227","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"228","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"229","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"230","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"231","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"232","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"233","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"234","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"235","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"236","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"237","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"238","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"239","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"240","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"241","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"242","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"243","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"244","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"245","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"246","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"247","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"248","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"249","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"250","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"251","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"252","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"253","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"254","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"255","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"256","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"257","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"258","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"259","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"260","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"261","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"262","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"263","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"264","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"265","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"266","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"267","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"268","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"269","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"270","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"271","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"272","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"273","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"274","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"275","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"276","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"277","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"278","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"279","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"280","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"281","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"282","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"283","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"284","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"285","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"286","NQ3. I think there is too much inconsistency in this notation.","Strongly Agree","negative"
"287","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"288","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"289","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"290","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"291","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"292","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"293","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"294","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"295","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"296","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"297","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"298","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"299","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"300","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"301","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"302","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"303","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"304","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"305","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"306","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"307","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"308","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"309","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"310","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"311","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"312","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"313","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"314","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"315","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"316","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"317","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"318","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"319","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"320","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"321","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"322","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"323","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"324","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"325","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"326","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"327","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"328","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"329","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"330","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"331","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"332","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"333","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"334","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"335","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"336","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"337","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"338","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"339","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"340","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"341","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"342","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"343","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"344","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"345","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"346","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"347","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"348","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"349","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"350","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"351","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"352","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"353","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"354","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"355","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"356","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"357","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"358","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"359","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"360","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"361","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"362","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"363","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"364","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"365","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"366","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"367","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"368","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"369","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"370","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"371","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"372","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"373","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"374","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"375","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"376","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"377","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"378","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"379","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"380","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"381","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"382","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"383","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"384","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"385","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"386","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"387","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"388","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"389","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"390","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"391","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"392","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"393","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"394","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"395","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"396","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"397","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"398","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"399","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"400","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
