"","question","answer","notion"
"65","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"66","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"67","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"68","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"69","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"70","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"71","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"72","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"73","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"74","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"75","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"76","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"77","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"78","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"79","NQ1. I find the notation unnecessarily complex.","Strongly Agree","negative"
"80","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"81","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"82","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"83","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"84","NQ1. I find the notation unnecessarily complex.","Strongly Disagree","negative"
"85","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"86","NQ1. I find the notation unnecessarily complex.","Strongly Agree","negative"
"87","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"88","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"89","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"90","NQ1. I find the notation unnecessarily complex.","Strongly Agree","negative"
"91","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"92","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"93","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"94","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"95","NQ1. I find the notation unnecessarily complex.","Strongly Agree","negative"
"96","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"97","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"98","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"99","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"100","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"101","NQ1. I find the notation unnecessarily complex.","Strongly Agree","negative"
"102","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"103","NQ1. I find the notation unnecessarily complex.","Strongly Disagree","negative"
"104","NQ1. I find the notation unnecessarily complex.","Strongly Disagree","negative"
"105","NQ1. I find the notation unnecessarily complex.","Strongly Agree","negative"
"106","NQ1. I find the notation unnecessarily complex.","Strongly Disagree","negative"
"107","NQ1. I find the notation unnecessarily complex.","Disagree","negative"
"108","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"109","NQ1. I find the notation unnecessarily complex.","Agree","negative"
"110","NQ1. I find the notation unnecessarily complex.","Neutral","negative"
"111","PQ2. I think the notation would be easy to use.","Neutral","positive"
"112","PQ2. I think the notation would be easy to use.","Neutral","positive"
"113","PQ2. I think the notation would be easy to use.","Disagree","positive"
"114","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"115","PQ2. I think the notation would be easy to use.","Neutral","positive"
"116","PQ2. I think the notation would be easy to use.","Agree","positive"
"117","PQ2. I think the notation would be easy to use.","Disagree","positive"
"118","PQ2. I think the notation would be easy to use.","Disagree","positive"
"119","PQ2. I think the notation would be easy to use.","Neutral","positive"
"120","PQ2. I think the notation would be easy to use.","Agree","positive"
"121","PQ2. I think the notation would be easy to use.","Agree","positive"
"122","PQ2. I think the notation would be easy to use.","Neutral","positive"
"123","PQ2. I think the notation would be easy to use.","Disagree","positive"
"124","PQ2. I think the notation would be easy to use.","Agree","positive"
"125","PQ2. I think the notation would be easy to use.","Neutral","positive"
"126","PQ2. I think the notation would be easy to use.","Agree","positive"
"127","PQ2. I think the notation would be easy to use.","Strongly Disagree","positive"
"128","PQ2. I think the notation would be easy to use.","Agree","positive"
"129","PQ2. I think the notation would be easy to use.","Neutral","positive"
"130","PQ2. I think the notation would be easy to use.","Agree","positive"
"131","PQ2. I think the notation would be easy to use.","Agree","positive"
"132","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"133","PQ2. I think the notation would be easy to use.","Agree","positive"
"134","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"135","PQ2. I think the notation would be easy to use.","Agree","positive"
"136","PQ2. I think the notation would be easy to use.","Agree","positive"
"137","PQ2. I think the notation would be easy to use.","Disagree","positive"
"138","PQ2. I think the notation would be easy to use.","Disagree","positive"
"139","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"140","PQ2. I think the notation would be easy to use.","Neutral","positive"
"141","PQ2. I think the notation would be easy to use.","Strongly Disagree","positive"
"142","PQ2. I think the notation would be easy to use.","Agree","positive"
"143","PQ2. I think the notation would be easy to use.","Neutral","positive"
"144","PQ2. I think the notation would be easy to use.","Agree","positive"
"145","PQ2. I think the notation would be easy to use.","Strongly Disagree","positive"
"146","PQ2. I think the notation would be easy to use.","Neutral","positive"
"147","PQ2. I think the notation would be easy to use.","Agree","positive"
"148","PQ2. I think the notation would be easy to use.","Agree","positive"
"149","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"150","PQ2. I think the notation would be easy to use.","Neutral","positive"
"151","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"152","PQ2. I think the notation would be easy to use.","Neutral","positive"
"153","PQ2. I think the notation would be easy to use.","Agree","positive"
"154","PQ2. I think the notation would be easy to use.","Agree","positive"
"155","PQ2. I think the notation would be easy to use.","Agree","positive"
"156","PQ2. I think the notation would be easy to use.","Strongly Disagree","positive"
"157","PQ2. I think the notation would be easy to use.","Disagree","positive"
"158","PQ2. I think the notation would be easy to use.","Agree","positive"
"159","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"160","PQ2. I think the notation would be easy to use.","Strongly Disagree","positive"
"161","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"162","PQ2. I think the notation would be easy to use.","Neutral","positive"
"163","PQ2. I think the notation would be easy to use.","Agree","positive"
"164","PQ2. I think the notation would be easy to use.","Strongly Disagree","positive"
"165","PQ2. I think the notation would be easy to use.","Strongly Agree","positive"
"166","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"167","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"168","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"169","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"170","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"171","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"172","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"173","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"174","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"175","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"176","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"177","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"178","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"179","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"180","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"181","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"182","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"183","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"184","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"185","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"186","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"187","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"188","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"189","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"190","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"191","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"192","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"193","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"194","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"195","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"196","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"197","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"198","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"199","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"200","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Agree","negative"
"201","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"202","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"203","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"204","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"205","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"206","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"207","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"208","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"209","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"210","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"211","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Neutral","negative"
"212","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"213","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"214","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"215","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"216","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Strongly Disagree","negative"
"217","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Agree","negative"
"218","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"219","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"220","NQ2. I think that I would need the support of a technical person to be able to use this notation.","Disagree","negative"
"221","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"222","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"223","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"224","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"225","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"226","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"227","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"228","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"229","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"230","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"231","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"232","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"233","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"234","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"235","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"236","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"237","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"238","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"239","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"240","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"241","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"242","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"243","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"244","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"245","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"246","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"247","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"248","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"249","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"250","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"251","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"252","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"253","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"254","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"255","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"256","PQ3. I find the various functions in this notation are well integrated.","Disagree","positive"
"257","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"258","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"259","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"260","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"261","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"262","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"263","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"264","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"265","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"266","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"267","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"268","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"269","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"270","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"271","PQ3. I find the various functions in this notation are well integrated.","Strongly Agree","positive"
"272","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"273","PQ3. I find the various functions in this notation are well integrated.","Neutral","positive"
"274","PQ3. I find the various functions in this notation are well integrated.","Strongly Disagree","positive"
"275","PQ3. I find the various functions in this notation are well integrated.","Agree","positive"
"276","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"277","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"278","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"279","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"280","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"281","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"282","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"283","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"284","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"285","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"286","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"287","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"288","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"289","NQ3. I think there is too much inconsistency in this notation.","Strongly Agree","negative"
"290","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"291","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"292","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"293","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"294","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"295","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"296","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"297","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"298","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"299","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"300","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"301","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"302","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"303","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"304","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"305","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"306","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"307","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"308","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"309","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"310","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"311","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"312","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"313","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"314","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"315","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"316","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"317","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"318","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"319","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"320","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"321","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"322","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"323","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"324","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"325","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"326","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"327","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"328","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"329","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"330","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"331","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"332","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"333","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"334","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"335","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"336","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"337","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"338","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"339","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"340","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"341","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"342","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"343","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"344","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"345","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"346","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"347","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"348","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"349","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"350","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"351","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"352","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"353","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"354","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"355","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"356","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"357","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"358","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"359","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"360","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"361","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"362","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"363","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"364","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"365","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"366","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"367","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"368","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"369","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"370","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"371","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"372","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"373","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"374","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"375","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"376","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"377","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"378","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"379","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"380","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"381","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"382","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"383","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"384","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"385","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Agree","positive"
"386","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"387","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"388","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"389","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"390","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"391","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"392","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"393","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"394","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"395","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"396","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"397","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
